TÍTULO,TIPO_DE_SERVIÇO,GRUPO_DE_ATIVIDADE,LINHA_DE_AÇÃO,AVALIAÇÃO_DE_POLÍTICA_PÚBLICA,PUBLICADO_EM,LOCALIDADES
Relatório Final de Auditoria de Avaliação nº 955046 - Análise de Licitação número '64/2021' da UASG 250052 - INSTITUTO NACIONAL DO CANCER - RJ,Avaliação,Outros,Auditoria Interna Governamental,Não,03/10/2023,Rio de Janeiro/RJ
Relatório de Auditoria de Avaliação nº 971348 - Análise do Edital do Pregão Eletrônico n.º 15/2021 - Hospital Federal de Ipanema,Avaliação,Outros,Auditoria Interna Governamental,Não,03/10/2023,Rio de Janeiro/RJ
Publicação - Análise de Licitação número 4/2022 da UASG 926171 – EMP. BRAS. DE HEMODERIVADOS E BIOTECNOLOGIA (PE),Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,03/10/2023,
Relatório de Auditoria nº 1089048 - Prefeitura Municipal de Tejuçuoca/CE - Convênios e Termos Compromisso Diversos,Apuração,Auditoria Interna Governamental,Não,02/10/2023,Tejuçuoca/CE,
Relatório de Auditoria nº 1184344 - Avaliação da Execução dos Recursos dos Fundos da Criança e do Adolescentes no estado do Ceará - MMFDH,Avaliação,Outros,Auditoria Interna Governamental,Sim,02/10/2023,Brasília/DF
Relatório 1424490 - CGUTO - Governança das Aquisições - UFT,Avaliação,Outros,Auditoria Interna Governamental,Não,02/10/2023,Palmas/TO
Publicação - Análise da Licitação Número '5/2023' da UASG '158276 - INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA (SAO LUIS/MA)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,02/10/2023,
Publicação - Análise da Licitação Número '24/2023' da UASG '154045 - FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO (CUIABA/MT)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,02/10/2023,
Relatório de Apuração nº 826237 - Assistência Social - Município de João Costa,Apuração,Outros,Auditoria Interna Governamental,Sim,30/09/2023,João Costa/PI
Relatório de Apuração nº 826232 - Pnate - Município de João Costa,Apuração,Outros,Auditoria Interna Governamental,Sim,30/09/2023,João Costa/PI
Relatório de Apuração nº 826230 - Fundeb - Município de João Costa,Apuração,Outros,Auditoria Interna Governamental,Sim,30/09/2023,João Costa/PI
Relatório de Apuração nº 826234 - Saúde - Pab Fixo - Município de João Costa,Apuração,Outros,Auditoria Interna Governamental,Sim,30/09/2023,João Costa/PI
Publicação - Análise da Licitação Número '8/2023' da UASG '158151 - IFES INST FED DE EDUC CIEN E TEC DO ESP SANTO (VITORIA/ES)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,29/09/2023,
"Avaliação da prestação dos serviços de Hemodiálise, Mamografia, Ressonância Magnética, Tomografia Computadorizada e Ultrassonografia pelos Hospitais da Rede Ebserh, no período de 2017 a 2020.",Avaliação,Outros,Auditoria Interna Governamental,Não,28/09/2023,Vitória/ES
Publicação - NAC 4/RJ - Avaliação da execução do contrato de patrocínio do Sesc/RJ destinado à equipe de vôlei feminino (2020/2022) .,Avaliação,Outros,Auditoria Interna Governamental,Não,28/09/2023,Rio de Janeiro/RJ
Avaliação da execução do Plano de Contingência do SENAI/RJ para enfrentamento dos efeitos da pandemia da Covid-19.,Avaliação,Outros,Auditoria Interna Governamental	Não	28/09/2023,Rio de Janeiro/RJ,,
Análise do TED nº 38/CPRM/2019 nº 28/2019 para contratação do CEFET-MG/Next-UNB pelo Serviço Geológico do Brasil - CPRM.	Apuração,Auditoria Interna Governamental	Não	28/09/2023,Rio de Janeiro/RJ,,,,
Publicação - Análise da Licitação Número '8/2023' da UASG '158276 - INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA (SAO LUIS/MA)'	Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,27/09/2023,,
Relatório nº 939120 - Avaliação de aspectos da governança exercida pela Petróleo Brasileiro S/A - Petrobras junto a suas participações societárias.,Avaliação,Outros,Auditoria Interna Governamental,Não,26/09/2023,Rio de Janeiro/RJ
Relatório de Avaliação nº 995602 - Prestação de serviços de saúde - Município de Contagem/MG,Avaliação,Outros,Auditoria Interna Governamental,Não,25/09/2023,Contagem/MG
Publicação - Petrobras - Transações com Partes Relacionadas,Avaliação,Outros,Auditoria Interna Governamental,Não,25/09/2023,"Rio de Janeiro/RJ, Brasília/DF"
Relatório de Avaliação nº 1359095 - Censo Escolar - Município de Nova Serrana-MG,Avaliação,Outros,Auditoria Interna Governamental,Não,25/09/2023,Nova Serrana/MG
Relatório de Avaliação nº 1468670 - Censo Escolar - Município São João Nepomuceno-MG,Avaliação,Outros,Auditoria Interna Governamental,Não,25/09/2023,São João Nepomuceno/MG
Relatório de Avaliação nº 1419235 - MDS - Consignações em benefícios do Programa Auxílio Brasil (PAB),Avaliação,Outros,Auditoria Interna Governamental,Não,22/09/2023,Brasília/DF
Relatório de Apuração nº 1142329 - Município de Coronel João Sá/BA - FNDE-FUNDEB,Apuração,Auditoria Interna Governamental,Não,22/09/2023,Coronel João Sá/BA,
Relatorio de Apuracao nº1165805- Hospital Municipal de São Gonçalo do Amarante/RN.,Apuração,Auditoria Interna Governamental,Não,21/09/2023,São Gonçalo do Amarante/RN,
Relatório de Avaliação nº 1360563 - DATAPREV - Segurança da Informação e Lei Geral de Proteção de Dados (LGPD),Avaliação,Outros,Auditoria Interna Governamental,Não,21/09/2023,Brasília/DF
Publicação - Análise da gestão de suprimento de bens e serviços,Avaliação,Outros,Auditoria Interna Governamental,Não,20/09/2023,Brasília/DF
Relatório de Avaliação nº 1293900 - FUNPRESP - Auditoria de Segurança da Informação relacionada aos Sistemas Críticos.,Avaliação,Outros,Auditoria Interna Governamental,Não,20/09/2023,Brasília/DF
Relatório de Auditoria 9714171 - Avaliação do contrato MDR nº 08/2019 - Monitoramento de Carros-Pipa,Avaliação,Outros,Auditoria Interna Governamental,Não,19/09/2023,Brasília/DF
Publicação - Avaliação da execução dos recursos dos Fundos dos Direitos da Criança e do Adolescente - Regional Santa Catarina,Avaliação,Outros,Auditoria Interna Governamental,Sim,19/09/2023,Brasília/DF
Relatório de Avaliação n.º 905326 - Funasa e AGESPISA - Esgotamento Sanitário em Pedro II/PI,Avaliação,Outros,Auditoria Interna Governamental,Não,18/09/2023,"Pedro II/PI, Teresina/PI"
Publicação - Atenção de Média e Alta Complexidade no SUS: Institucionalização e Desempenho do Financiamento Federal – Componente Limite Financeiro da Atenção Especializada,Avaliação,Outros,Auditoria Interna Governamental,Não,18/09/2023,Brasília/DF
Publicação - Análise da Licitação Número '15/2023' da UASG '250110 - COORDENAÇÃO GERAL DE MATERIAL E PATRIMÔNIO (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,18/09/2023,
Publicação - Análise da Licitação Número '1/2023' da UASG '200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,18/09/2023,
Publicação - Análise da Licitação Número '2/2023' da UASG '200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA (BRASILIA/DF)',Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,18/09/2023,
Relatório de Avaliação n.º 905330 - Funasa e AGESPISA - Esgotamento Sanitário em Barras/PI,Avaliação,Outros,Auditoria Interna Governamental,Não,18/09/2023,"Barras/PI, Teresina/PI"
Relatório de Avaliação nº 1204255 - Instituto Nacional do Seguro Social - Avaliação da Emissão de Certidão de Tempo de Contribuição e de averbação de tempo de serviço,Avaliação,Outros,Auditoria Interna Governamental,Não,18/09/2023,Brasília/DF
Publicação - Auditoria avaliativa do processo de regularização fundiária pela SR(16)MS/Incra,Avaliação,Outros,Auditoria Interna Governamental,Sim,15/09/2023,Mato Grosso do Sul
Relatório de Avaliação 907023 - UFGD - contratação de serviços terceirizados,Avaliação,Outros,Auditoria Interna Governamental,Não,15/09/2023,"Dourados/MS, Mato Grosso do Sul"
Relatório de Avaliação nº 1443391 - Análise Preventiva do Pregão n° 145/2023 - Superintendência Regional do DNIT/MG,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,15/09/2023,
Relatório de Avaliação nº 1442864 - Análise Preventiva do Pregão n° 137/2023 - Superintendência Regional do DNIT/MG,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,15/09/2023,
Relatório de Avaliação nº 1442851 - Análise Preventiva do Pregão n° 133/2023 - Superintendência Regional do DNIT/MG,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,15/09/2023,
Avaliação dos Relatórios de Gestão de 2022 da Anatel e do MCOM,Avaliação,Outros,Auditoria Interna Governamental,Não,14/09/2023,Brasília/DF
Análise de Licitação número 8/2023 da UASG 550005 – Sustentação do ambiente analítico de dados do MDS,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,14/09/2023,
Publicação - Análise da Licitação Número '7/2023' da UASG 200109 - Equipamentos de Tecnologia da Informação e Comunicação para a Polícia Rodoviária Federal – DPRF/MJSP,Avaliação,Análise de Alertas de Licitações,Auditoria Interna Governamental,Não,14/09/2023,
Publicação - Avaliação - Parcerias em Transferência de Tecnologia.,Avaliação,Outros,Auditoria Interna Governamental,Não,11/09/2023,Brasília/DF
"Publicação - Avaliação da Regulação, Avaliação e Supervisão da Educação Superior - Recorte A",Avaliação,Outros,Auditoria Interna Governamental,Sim,10/09/2023,Brasília/DF
Relatório de Avaliação nº 967221 - Petrobras - Avaliação da atuação da área de compliance no processo de mitigação de conflitos de interesses nas condutas entre os empregados e/ou dirigentes da Petrobras e seu público de fornecedores.,Avaliação,Outros,Auditoria Interna Governamental,Não,06/09/2023,"Rio de Janeiro/RJ, Goiânia/GO"
Publicação - Avaliação da aplicação dos recursos da Lei Aldir Blanc no Estado do Amapá e no Município de Macapá/AP,Avaliação,Outros,Auditoria Interna Governamental,Não,06/09/2023,Amapá
Publicação - Avaliação da Contratação do IBGH pela Secretária do Estado de Saúde do Amapá para a gestão dos Centros Covid de Santana/AP e de Macapá/AP,Avaliação,Outros,Auditoria Interna Governamental,Não,06/09/2023,Amapá
Relatório FEF 7º ciclo - Poço Fundo 8355954,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,06/09/2023,Poço Fundo/MG
Publicação - Dem Ext. MPF/AP - Análise processo Concorrência nº 001/2019-CAESA (Execução do objeto do TC n° 0381485-02/2012/MCIDADES/CAIXA),Apuração,Auditoria Interna Governamental,Não,06/09/2023,Macapá/AP,
Publicação - Avaliação da execução dos recursos dos Fundos dos Direitos da Criança e do Adolescente - Regional Paraná,Avaliação,Outros,Auditoria Interna Governamental,Sim,06/09/2023,Brasília/DF
Relatório FEF 7º Ciclo - Castelândia,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,06/09/2023,Castelândia/GO
Relatório de Avaliação nº 1404841 – Coordenação Geral de Programas e Projetos de Cooperação do Ministério da Fazenda (COOPE/DGE/SGC/SE/MF) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,05/09/2023,Brasília/DF
Relatório FEF - V07 - Paranavaí/PR,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,05/09/2023,Paranavaí/PR
Relatório FEF - V07 - Firminópolis/GO,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,05/09/2023,Firminópolis/GO
Publicação - NAC 1/CGUPE - Fundaj - Processo de Preservação de Acervos Culturais - Objeto selecionado com base em PABR,Avaliação,Outros,Auditoria Interna Governamental,Não,05/09/2023,Recife/PE
Relatório FEF - V07 - Serra Azul de Minas/,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,05/09/2023,Serra Azul de Minas/MG
Relatório de Avaliação nº 1353226 – Fundação Nacional dos Povos Indígenas (FUNAI) – Acordo de Cooperação Técnica PNUD BRA/13/019 – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental	Não	04/09/2023	Brasília/DF,,,
Relatório de Avaliação nº 1353218 – Agência Nacional de Vigilância Sanitária (ANVISA) – Acordo de Cooperação Técnica PNUD BRA/10/008 – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental	Não	04/09/2023	Brasília/DF,,,
Relatório de Avaliação nº 1353214 – Empresa de Planejamento e Logística – EPL (INFRA S.A.) – Acordo de Cooperação Técnica PNUD BRA/13/013 – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental	Não	04/09/2023	Brasília/DF,,,
"Relatório de Avaliação nº 1353232 – Coordenação Geral de Políticas Temáticas da Secretaria Nacional dos Direitos da Criança e do Adolescente do Ministério dos Direitos Humanos e da Cidadania – Acordo de Cooperação Técnica PNUD BRA/18/024 – Exercícios 2018, 2019, 2020, 2021 e 2022",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,04/09/2023,Brasília/DF
Relatório de Avaliação nº 1353229 – Coordenação Geral de Políticas Temáticas do Ministério dos Direitos Humanos e da Cidadania – Acordo de Cooperação Técnica PNUD BRA/10/007 – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,04/09/2023,Brasília/DF
Avaliação da pista de atletismo e outras obras da Universidade Federal do Acre-Ufac,Apuração,Outros,Auditoria Interna Governamental,Não,04/09/2023,Rio Branco/AC
Relatório de Avaliação nº 1404902 – Secretaria Executiva do Ministério de Minas e Energia (SE/MME) – Acordo de Empréstimo BIRD 9074-BR (Projeto de Assistência Técnica dos Setores de Energia e Mineral – Segunda Fase – Meta II) – Exercícios 2021 e 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,04/09/2023,Brasília/DF
Relatório de Avaliação nº 1353003 – Serviço Florestal Brasileiro do Ministério do Meio Ambiente (SFB/MMA) – Acordo de Empréstimo BIRD TF 19211 – FIP CAR – Exercícios 2022 e 2023,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,04/09/2023,Brasília/DF
Relatório de Avaliação nº 1353239 – Prefeitura Municipal de Juiz de Fora (MG) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,31/08/2023,Juiz de Fora/MG
Relatório de Avaliação nº 1355024 – Serviço Geológico do Brasil/Companhia de Pesquisa de Recursos Minerais (SGB/CPRM) – Acordo de Empréstimo BIRD 9074-BR (Projeto de Assistência Técnica dos Setores de Energia e Mineral – Segunda Fase – Meta II) – Exercícios 2021 e 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,31/08/2023,Rio de Janeiro/RJ
Relatório de Avaliação nº 1353242 – Prefeitura Municipal de Porto Alegre (RS) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,31/08/2023,Porto Alegre/RS
Relatório de Avaliação nº 1353238 – Prefeitura Municipal de Cornélio Procópio (PR) - Contrato de Empréstimo BID 3391/OC-BR (PNAFM III) – Exercício 2022,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,31/08/2023,Cornélio Procópio/PR
"Relatório de Avaliação nº 1352822 – Secretaria de Defesa Agropecuária do Ministério da Agricultura, Pecuária e Abastecimento (SDA/MAPA) - Contrato de Empréstimo BID 4723/OC-BR e 4732/OC-BR (PRODEFESA) – Exercício 2022",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Não,31/08/2023,Brasília/DF
Relatório de Avaliação - Terceirização da assistência médica em ortopedia e traumatologia realizada pela Secretaria de Estado de Saúde (Sesacre),Avaliação,Outros,Auditoria Interna Governamental,Não,31/08/2023,Rio Branco/AC
